Year,State,Category,Type,Vehicles
2003,Nevada,Bus,Public,277
2003,Nevada,Truck,Private,581212
2003,Nevada,Truck,Public,14947
2003,Nevada,Motorcycle,Private,36733
2003,Nevada,Motorcycle,Public,473
2003,New Hampshire,Auto,Private,651371
2003,New Hampshire,Auto,Public,4460
2003,New Hampshire,Bus,Private,1455
2003,New Hampshire,Bus,Public,381
2003,New Hampshire,Truck,Private,474562
2003,New Hampshire,Truck,Public,12734
2003,New Hampshire,Motorcycle,Private,59692
2003,New Hampshire,Motorcycle,Public,
2003,New Jersey,Auto,Private,4402315
2003,New Jersey,Auto,Public,46345
2003,New Jersey,Bus,Private,19181
2003,New Jersey,Bus,Public,3667
2003,New Jersey,Truck,Private,2135527
2003,New Jersey,Truck,Public,104566
2003,New Jersey,Motorcycle,Private,139894
2003,New Jersey,Motorcycle,Public,489
2003,New Mexico,Auto,Private,678824
2003,New Mexico,Auto,Public,14718
2003,New Mexico,Bus,Private,2318
2003,New Mexico,Bus,Public,1083
2003,New Mexico,Truck,Private,789023
2003,New Mexico,Truck,Public,23384
2003,New Mexico,Motorcycle,Private,32276
2003,New Mexico,Motorcycle,Public,268
2003,New York,Auto,Private,8232330
2003,New York,Auto,Public,80728
2003,New York,Bus,Private,23956
2003,New York,Bus,Public,37035
2003,New York,Truck,Private,2326458
2003,New York,Truck,Public,101194
2003,New York,Motorcycle,Private,149951
2003,New York,Motorcycle,Public,805
2003,North Carolina,Auto,Private,3623710
2003,North Carolina,Auto,Public,29955
2003,North Carolina,Bus,Private,9860
2003,North Carolina,Bus,Public,22060
2003,North Carolina,Truck,Private,2383947
2003,North Carolina,Truck,Public,49112
2003,North Carolina,Motorcycle,Private,95275
2003,North Carolina,Motorcycle,Public,323
2003,North Dakota,Auto,Private,341514
2003,North Dakota,Auto,Public,3990
2003,North Dakota,Bus,Private,702
2003,North Dakota,Bus,Public,1696
2003,North Dakota,Truck,Private,337649
2003,North Dakota,Truck,Public,8690
2003,North Dakota,Motorcycle,Private,19129
2003,North Dakota,Motorcycle,Public,25
2003,Ohio,Auto,Private,6464158
2003,Ohio,Auto,Public,54421
2003,Ohio,Bus,Private,17264
2003,Ohio,Bus,Public,23250
2003,Ohio,Truck,Private,3897640
2003,Ohio,Truck,Public,79639
2003,Ohio,Motorcycle,Private,285376
2003,Ohio,Motorcycle,Public,1002
2003,Oklahoma,Auto,Private,1610455
2003,Oklahoma,Auto,Public,12327
2003,Oklahoma,Bus,Private,2244
2003,Oklahoma,Bus,Public,15256
2003,Oklahoma,Truck,Private,1383732
2003,Oklahoma,Truck,Public,49693
2003,Oklahoma,Motorcycle,Private,72323
2003,Oklahoma,Motorcycle,Public,382
2003,Oregon,Auto,Private,1520246
2003,Oregon,Auto,Public,24830
2003,Oregon,Bus,Private,4326
2003,Oregon,Bus,Public,10203
2003,Oregon,Truck,Private,1469864
2003,Oregon,Truck,Public,31317
2003,Oregon,Motorcycle,Private,74519
2003,Oregon,Motorcycle,Public,630
2003,Pennsylvania,Auto,Private,6073206
2003,Pennsylvania,Auto,Public,47504
2003,Pennsylvania,Bus,Private,28670
2003,Pennsylvania,Bus,Public,8238
2003,Pennsylvania,Truck,Private,3499622
2003,Pennsylvania,Truck,Public,67213
2003,Pennsylvania,Motorcycle,Private,267826
2003,Pennsylvania,Motorcycle,Public,1164
2003,Rhode Island,Auto,Private,543455
2003,Rhode Island,Auto,Public,5113
2003,Rhode Island,Bus,Private,1700
2003,Rhode Island,Bus,Public,13
2003,Rhode Island,Truck,Private,249858
2003,Rhode Island,Truck,Public,5601
2003,Rhode Island,Motorcycle,Private,24525
2003,Rhode Island,Motorcycle,Public,64
2003,South Carolina,Auto,Private,1903850
2003,South Carolina,Auto,Public,10903
2003,South Carolina,Bus,Private,4881
2003,South Carolina,Bus,Public,12218
2003,South Carolina,Truck,Private,1202861
2003,South Carolina,Truck,Public,27181
2003,South Carolina,Motorcycle,Private,56930
2003,South Carolina,Motorcycle,Public,247
2003,South Dakota,Auto,Private,383641
2003,South Dakota,Auto,Public,4256
2003,South Dakota,Bus,Private,778
2003,South Dakota,Bus,Public,1948
2003,South Dakota,Truck,Private,422356
2003,South Dakota,Truck,Public,13965
2003,South Dakota,Motorcycle,Private,37528
2003,South Dakota,Motorcycle,Public,21
2003,Tennessee,Auto,Private,2760578
2003,Tennessee,Auto,Public,21668
2003,Tennessee,Bus,Private,4053
2003,Tennessee,Bus,Public,13671
2003,Tennessee,Truck,Private,1940289
2003,Tennessee,Truck,Public,55417
2003,Tennessee,Motorcycle,Private,93600
2003,Tennessee,Motorcycle,Public,214
2003,Texas,Auto,Private,7730882
2003,Texas,Auto,Public,110755
2003,Texas,Bus,Private,18068
2003,Texas,Bus,Public,66192
2003,Texas,Truck,Private,6740890
2003,Texas,Truck,Public,221993
2003,Texas,Motorcycle,Private,258253
2003,Texas,Motorcycle,Public,3300
2003,Utah,Auto,Private,1002851
2003,Utah,Auto,Public,10911
2003,Utah,Bus,Private,462
2003,Utah,Bus,Public,817
2003,Utah,Truck,Private,975273
2003,Utah,Truck,Public,16109
2003,Utah,Motorcycle,Private,37959
2003,Utah,Motorcycle,Public,172
2003,Vermont,Auto,Private,269018
2003,Vermont,Auto,Public,2801
2003,Vermont,Bus,Private,641
2003,Vermont,Bus,Public,1489
2003,Vermont,Truck,Private,235544
2003,Vermont,Truck,Public,6578
2003,Vermont,Motorcycle,Private,26332
2003,Vermont,Motorcycle,Public,
2003,Virginia,Auto,Private,4008381
2003,Virginia,Auto,Public,35346
2003,Virginia,Bus,Private,2552
2003,Virginia,Bus,Public,15528
2003,Virginia,Truck,Private,2247519
2003,Virginia,Truck,Public,36683
2003,Virginia,Motorcycle,Private,73309
2003,Virginia,Motorcycle,Public,383
2003,Washington,Auto,Private,2948635
2003,Washington,Auto,Public,20301
2003,Washington,Bus,Private,3482
2003,Washington,Bus,Public,6338
2003,Washington,Truck,Private,2357343
2003,Washington,Truck,Public,42792
2003,Washington,Motorcycle,Private,140950
2003,Washington,Motorcycle,Public,995
2003,West Virginia,Auto,Private,741666
2003,West Virginia,Auto,Public,14739
2003,West Virginia,Bus,Private,783
2003,West Virginia,Bus,Public,2172
2003,West Virginia,Truck,Private,620448
2003,West Virginia,Truck,Public,28992
2003,West Virginia,Motorcycle,Private,18725
2003,West Virginia,Motorcycle,Public,566
2003,Wisconsin,Auto,Private,2561521
2003,Wisconsin,Auto,Public,16176
2003,Wisconsin,Bus,Private,10106
2003,Wisconsin,Bus,Public,4724
2003,Wisconsin,Truck,Private,2007484
2003,Wisconsin,Truck,Public,47139
2003,Wisconsin,Motorcycle,Private,239822
2003,Wisconsin,Motorcycle,Public,697
2003,Wyoming,Auto,Private,226562
2003,Wyoming,Auto,Public,5333
2003,Wyoming,Bus,Private,985
2003,Wyoming,Bus,Public,1931
2003,Wyoming,Truck,Private,371819
2003,Wyoming,Truck,Public,13234
2003,Wyoming,Motorcycle,Private,27744
2003,Wyoming,Motorcycle,Public,72
2003,Puerto Rico,Auto,Private,2075521
2003,Puerto Rico,Auto,Public,
2003,Puerto Rico,Bus,Private,3330
2003,Puerto Rico,Bus,Public,
2003,Puerto Rico,Truck,Private,33803
2003,Puerto Rico,Truck,Public,
2003,Puerto Rico,Motorcycle,Private,21833
2003,Puerto Rico,Motorcycle,Public,
2002,Alabama,Auto,Private,1785645
2002,Alabama,Auto,Public,16033
2002,Alabama,Bus,Private,2523
2002,Alabama,Bus,Public,6371
2002,Alabama,Truck,Private,2590390
2002,Alabama,Truck,Public,27037
2002,Alabama,Motorcycle,Private,61524
2002,Alabama,Motorcycle,Public,486
2002,Alaska,Auto,Private,253498
2002,Alaska,Auto,Public,1719
2002,Alaska,Bus,Private,2071
2002,Alaska,Bus,Public,179
2002,Alaska,Truck,Private,354332
2002,Alaska,Truck,Public,8616
2002,Alaska,Motorcycle,Private,18154
2002,Alaska,Motorcycle,Public,19
2002,Arizona,Auto,Private,2220521
2002,Arizona,Auto,Public,17075
2002,Arizona,Bus,Private,1353
2002,Arizona,Bus,Public,3375
2002,Arizona,Truck,Private,1677996
2002,Arizona,Truck,Public,19261
2002,Arizona,Motorcycle,Private,218290
2002,Arizona,Motorcycle,Public,815
2002,Arkansas,Auto,Private,950587
2002,Arkansas,Auto,Public,9676
2002,Arkansas,Bus,Private,1553
2002,Arkansas,Bus,Public,5778
2002,Arkansas,Truck,Private,893639
2002,Arkansas,Truck,Public,11517
2002,Arkansas,Motorcycle,Private,34068
2002,Arkansas,Motorcycle,Public,33
2002,California,Auto,Private,18253474
2002,California,Auto,Public,196155
2002,California,Bus,Private,33407
2002,California,Bus,Public,16915
2002,California,Truck,Private,10831359
2002,California,Truck,Public,287295
2002,California,Motorcycle,Private,520238
2002,California,Motorcycle,Public,15186
2002,Colorado,Auto,Private,946551
2002,Colorado,Auto,Public,10266
2002,Colorado,Bus,Private,1794
2002,Colorado,Bus,Public,4070
2002,Colorado,Truck,Private,1161095
2002,Colorado,Truck,Public,26780
2002,Colorado,Motorcycle,Private,1115
2002,Colorado,Motorcycle,Public,86
2002,Connecticut,Auto,Private,2015263
2002,Connecticut,Auto,Public,11529
2002,Connecticut,Bus,Private,9525
2002,Connecticut,Bus,Public,857
2002,Connecticut,Truck,Private,850006
2002,Connecticut,Truck,Public,27651
2002,Connecticut,Motorcycle,Private,61712
2002,Connecticut,Motorcycle,Public,349
2002,Delaware,Auto,Private,407936
2002,Delaware,Auto,Public,8567
2002,Delaware,Bus,Private,1423
2002,Delaware,Bus,Public,595
2002,Delaware,Truck,Private,252674
2002,Delaware,Truck,Public,2948
2002,Delaware,Motorcycle,Private,13783
2002,Delaware,Motorcycle,Public,37
2002,District of Columbia,Auto,Private,188211
2002,District of Columbia,Auto,Public,4384
2002,District of Columbia,Bus,Private,2287
2002,District of Columbia,Bus,Public,419
2002,District of Columbia,Truck,Private,35444
2002,District of Columbia,Truck,Public,6804
2002,District of Columbia,Motorcycle,Private,1131
2002,District of Columbia,Motorcycle,Public,334
2002,Florida,Auto,Private,8367010
2002,Florida,Auto,Public,104448
2002,Florida,Bus,Private,5559
2002,Florida,Bus,Public,40571
2002,Florida,Truck,Private,5292656
2002,Florida,Truck,Public,153352
2002,Florida,Motorcycle,Private,339488
2002,Florida,Motorcycle,Public,6002
2002,Georgia,Auto,Private,4184940
2002,Georgia,Auto,Public,26607
2002,Georgia,Bus,Private,4299
2002,Georgia,Bus,Public,14773
2002,Georgia,Truck,Private,3349450
2002,Georgia,Truck,Public,67454
2002,Georgia,Motorcycle,Private,107886
2002,Georgia,Motorcycle,Public,1138
2002,Hawaii,Auto,Private,524920
2002,Hawaii,Auto,Public,7428
2002,Hawaii,Bus,Private,3569
2002,Hawaii,Bus,Public,1200
2002,Hawaii,Truck,Private,347391
2002,Hawaii,Truck,Public,8045
2002,Hawaii,Motorcycle,Private,20275
2002,Hawaii,Motorcycle,Public,309
2002,Idaho,Auto,Private,592095
2002,Idaho,Auto,Public,6021
2002,Idaho,Bus,Private,1288
2002,Idaho,Bus,Public,2513
2002,Idaho,Truck,Private,767117
2002,Idaho,Truck,Public,16786
2002,Idaho,Motorcycle,Private,42558
2002,Idaho,Motorcycle,Public,145
2002,Illinois,Auto,Private,6028268
2002,Illinois,Auto,Public,71314
2002,Illinois,Bus,Private,17315
2002,Illinois,Bus,Public,676
2002,Illinois,Truck,Private,3444574
2002,Illinois,Truck,Public,15075
2002,Illinois,Motorcycle,Private,232132
2002,Illinois,Motorcycle,Public,55
2002,Indiana,Auto,Private,3192526
2002,Indiana,Auto,Public,23874
2002,Indiana,Bus,Private,8810
2002,Indiana,Bus,Public,20247
2002,Indiana,Truck,Private,2376215
2002,Indiana,Truck,Public,43054
2002,Indiana,Motorcycle,Private,135027
2002,Indiana,Motorcycle,Public,525
2002,Iowa,Auto,Private,1851332
2002,Iowa,Auto,Public,10498
2002,Iowa,Bus,Private,1453
2002,Iowa,Bus,Public,6867
2002,Iowa,Truck,Private,1409471
2002,Iowa,Truck,Public,30787
2002,Iowa,Motorcycle,Private,140252
2002,Iowa,Motorcycle,Public,292
2002,Kansas,Auto,Private,835284
2002,Kansas,Auto,Public,7915
2002,Kansas,Bus,Private,1410
2002,Kansas,Bus,Public,2476
2002,Kansas,Truck,Private,1470286
2002,Kansas,Truck,Public,19330
2002,Kansas,Motorcycle,Private,53361
2002,Kansas,Motorcycle,Public,326
2002,Kentucky,Auto,Private,2062805
2002,Kentucky,Auto,Public,25036
2002,Kentucky,Bus,Private,1594
2002,Kentucky,Bus,Public,12148
2002,Kentucky,Truck,Private,1490538
2002,Kentucky,Truck,Public,8631
2002,Kentucky,Motorcycle,Private,48500
2002,Kentucky,Motorcycle,Public,8
2002,Louisiana,Auto,Private,1945352
2002,Louisiana,Auto,Public,43216
2002,Louisiana,Bus,Private,14185
2002,Louisiana,Bus,Public,6002
2002,Louisiana,Truck,Private,1627487
2002,Louisiana,Truck,Public,24082
2002,Louisiana,Motorcycle,Private,53408
2002,Louisiana,Motorcycle,Public,527
2002,Maine,Auto,Private,578365
2002,Maine,Auto,Public,4996
2002,Maine,Bus,Private,569
2002,Maine,Bus,Public,2359
2002,Maine,Truck,Private,369746
2002,Maine,Truck,Public,11548
2002,Maine,Motorcycle,Private,30919
2002,Maine,Motorcycle,Public,102
2002,Maryland,Auto,Private,2509343
2002,Maryland,Auto,Public,13677
2002,Maryland,Bus,Private,6936
2002,Maryland,Bus,Public,5009
2002,Maryland,Truck,Private,1325379
2002,Maryland,Truck,Public,23581
2002,Maryland,Motorcycle,Private,56723
2002,Maryland,Motorcycle,Public,100
2002,Massachusetts,Auto,Private,3617904
2002,Massachusetts,Auto,Public,18429
2002,Massachusetts,Bus,Private,10818
2002,Massachusetts,Bus,Public,580
2002,Massachusetts,Truck,Private,1718963
2002,Massachusetts,Truck,Public,40152
2002,Massachusetts,Motorcycle,Private,129662
2002,Massachusetts,Motorcycle,Public,1
2002,Michigan,Auto,Private,4826224
2002,Michigan,Auto,Public,48091
2002,Michigan,Bus,Private,10682
2002,Michigan,Bus,Public,15647
2002,Michigan,Truck,Private,3554752
2002,Michigan,Truck,Public,78239
2002,Michigan,Motorcycle,Private,203398
2002,Michigan,Motorcycle,Public,1407
2002,Minnesota,Auto,Private,2493461
2002,Minnesota,Auto,Public,10388
2002,Minnesota,Bus,Private,7045
2002,Minnesota,Bus,Public,8062
2002,Minnesota,Truck,Private,1977137
2002,Minnesota,Truck,Public,24221
2002,Minnesota,Motorcycle,Private,158248
2002,Minnesota,Motorcycle,Public,268
2002,Mississippi,Auto,Private,1126068
2002,Mississippi,Auto,Public,10269
2002,Mississippi,Bus,Private,3479
2002,Mississippi,Bus,Public,5776
2002,Mississippi,Truck,Private,792205
2002,Mississippi,Truck,Public,16979
2002,Mississippi,Motorcycle,Private,27034
2002,Mississippi,Motorcycle,Public,3
2002,Missouri,Auto,Private,2474334
2002,Missouri,Auto,Public,7361
2002,Missouri,Bus,Private,4128
2002,Missouri,Bus,Public,7678
2002,Missouri,Truck,Private,1724433
2002,Missouri,Truck,Public,17097
2002,Missouri,Motorcycle,Private,64138
2002,Missouri,Motorcycle,Public,41
2002,Montana,Auto,Private,460268
2002,Montana,Auto,Public,5775
2002,Montana,Bus,Private,1098
2002,Montana,Bus,Public,1743
2002,Montana,Truck,Private,569038
2002,Montana,Truck,Public,18221
2002,Montana,Motorcycle,Private,29639
2002,Montana,Motorcycle,Public,109
2002,Nebraska,Auto,Private,827981
2002,Nebraska,Auto,Public,13449
2002,Nebraska,Bus,Private,1239
2002,Nebraska,Bus,Public,5217
2002,Nebraska,Truck,Private,787043
2002,Nebraska,Truck,Public,20674
2002,Nebraska,Motorcycle,Private,25049
2002,Nebraska,Motorcycle,Public,300
2002,Nevada,Auto,Private,640238
2002,Nevada,Auto,Public,9940
2002,Nevada,Bus,Private,1549
2002,Nevada,Bus,Public,285
2002,Nevada,Truck,Private,586013
2002,Nevada,Truck,Public,14854
2002,Nevada,Motorcycle,Private,35425
2002,Nevada,Motorcycle,Public,473
2002,New Hampshire,Auto,Private,677606
2002,New Hampshire,Auto,Public,4236
2002,New Hampshire,Bus,Private,1438
2002,New Hampshire,Bus,Public,358
2002,New Hampshire,Truck,Private,447596
2002,New Hampshire,Truck,Public,11997
2002,New Hampshire,Motorcycle,Private,57389
2002,New Hampshire,Motorcycle,Public,
2002,New Jersey,Auto,Private,4456531
2002,New Jersey,Auto,Public,46278
2002,New Jersey,Bus,Private,18985
2002,New Jersey,Bus,Public,3498
2002,New Jersey,Truck,Private,2059205
2002,New Jersey,Truck,Public,103421
2002,New Jersey,Motorcycle,Private,133568
2002,New Jersey,Motorcycle,Public,466
2002,New Mexico,Auto,Private,700974
2002,New Mexico,Auto,Public,14500
2002,New Mexico,Bus,Private,2458
2002,New Mexico,Bus,Public,1087
2002,New Mexico,Truck,Private,796249
2002,New Mexico,Truck,Public,23016
2002,New Mexico,Motorcycle,Private,34200
2002,New Mexico,Motorcycle,Public,267
2002,New York,Auto,Private,7843302
2002,New York,Auto,Public,81023
2002,New York,Bus,Private,24349
2002,New York,Bus,Public,34384
2002,New York,Truck,Private,2376411
2002,New York,Truck,Public,96228
2002,New York,Motorcycle,Private,141886
2002,New York,Motorcycle,Public,904
2002,North Carolina,Auto,Private,3657453
2002,North Carolina,Auto,Public,29686
2002,North Carolina,Bus,Private,9710
2002,North Carolina,Bus,Public,21808
2002,North Carolina,Truck,Private,2382254
2002,North Carolina,Truck,Public,48563
2002,North Carolina,Motorcycle,Private,90738
2002,North Carolina,Motorcycle,Public,325
2002,North Dakota,Auto,Private,343920
2002,North Dakota,Auto,Public,4155
2002,North Dakota,Bus,Private,665
2002,North Dakota,Bus,Public,1773
2002,North Dakota,Truck,Private,339056
2002,North Dakota,Truck,Public,8855
2002,North Dakota,Motorcycle,Private,17836
2002,North Dakota,Motorcycle,Public,29
2002,Ohio,Auto,Private,6501194
2002,Ohio,Auto,Public,52080
2002,Ohio,Bus,Private,16316
2002,Ohio,Bus,Public,22978
2002,Ohio,Truck,Private,3799367
2002,Ohio,Truck,Public,77784
2002,Ohio,Motorcycle,Private,270175
2002,Ohio,Motorcycle,Public,937
2002,Oklahoma,Auto,Private,1609681
2002,Oklahoma,Auto,Public,12136
2002,Oklahoma,Bus,Private,2326
2002,Oklahoma,Bus,Public,14927
2002,Oklahoma,Truck,Private,1383222
2002,Oklahoma,Truck,Public,48662
2002,Oklahoma,Motorcycle,Private,66465
2002,Oklahoma,Motorcycle,Public,373
2002,Oregon,Auto,Private,1533634
2002,Oregon,Auto,Public,26352
2002,Oregon,Bus,Private,4356
2002,Oregon,Bus,Public,9247
2002,Oregon,Truck,Private,1464549
2002,Oregon,Truck,Public,31172
2002,Oregon,Motorcycle,Private,73577
2002,Oregon,Motorcycle,Public,876
2002,Pennsylvania,Auto,Private,6025558
2002,Pennsylvania,Auto,Public,46690
2002,Pennsylvania,Bus,Private,28457
2002,Pennsylvania,Bus,Public,8058
2002,Pennsylvania,Truck,Private,3350355
2002,Pennsylvania,Truck,Public,65879
2002,Pennsylvania,Motorcycle,Private,248775
2002,Pennsylvania,Motorcycle,Public,1141
2002,Rhode Island,Auto,Private,533827
2002,Rhode Island,Auto,Public,4944
2002,Rhode Island,Bus,Private,1756
2002,Rhode Island,Bus,Public,13
2002,Rhode Island,Truck,Private,229785
2002,Rhode Island,Truck,Public,5400
2002,Rhode Island,Motorcycle,Private,22949
2002,Rhode Island,Motorcycle,Public,60
2002,South Carolina,Auto,Private,1948939
2002,South Carolina,Auto,Public,10772
2002,South Carolina,Bus,Private,5065
2002,South Carolina,Bus,Public,11981
2002,South Carolina,Truck,Private,1198632
2002,South Carolina,Truck,Public,26713
2002,South Carolina,Motorcycle,Private,62481
2002,South Carolina,Motorcycle,Public,245
2002,South Dakota,Auto,Private,384976
2002,South Dakota,Auto,Public,4284
2002,South Dakota,Bus,Private,758
2002,South Dakota,Bus,Public,1920
2002,South Dakota,Truck,Private,408360
2002,South Dakota,Truck,Public,13610
2002,South Dakota,Motorcycle,Private,33906
2002,South Dakota,Motorcycle,Public,29
2002,Tennessee,Auto,Private,2784155
2002,Tennessee,Auto,Public,20908
2002,Tennessee,Bus,Private,3919
2002,Tennessee,Bus,Public,13029
2002,Tennessee,Truck,Private,1901315
2002,Tennessee,Truck,Public,53194
2002,Tennessee,Motorcycle,Private,84121
2002,Tennessee,Motorcycle,Public,213
2002,Texas,Auto,Private,7700051
2002,Texas,Auto,Public,108860
2002,Texas,Bus,Private,17772
2002,Texas,Bus,Public,64227
2002,Texas,Truck,Private,6556597
2002,Texas,Truck,Public,216821
2002,Texas,Motorcycle,Private,231705
2002,Texas,Motorcycle,Public,3217
2002,Utah,Auto,Private,957582
2002,Utah,Auto,Public,10745
2002,Utah,Bus,Private,457
2002,Utah,Bus,Public,816
2002,Utah,Truck,Private,861721
2002,Utah,Truck,Public,15852
2002,Utah,Motorcycle,Private,41248
2002,Utah,Motorcycle,Public,173
2002,Vermont,Auto,Private,295447
2002,Vermont,Auto,Public,2941
2002,Vermont,Bus,Private,640
2002,Vermont,Bus,Public,1505
2002,Vermont,Truck,Private,230372
2002,Vermont,Truck,Public,6241
2002,Vermont,Motorcycle,Private,26527
2002,Vermont,Motorcycle,Public,
2002,Virginia,Auto,Private,3976463
2002,Virginia,Auto,Public,35012
2002,Virginia,Bus,Private,2673
2002,Virginia,Bus,Public,15349
2002,Virginia,Truck,Private,2207074
2002,Virginia,Truck,Public,36265
2002,Virginia,Motorcycle,Private,69761
2002,Virginia,Motorcycle,Public,378
2002,Washington,Auto,Private,2959569
2002,Washington,Auto,Public,20220
2002,Washington,Bus,Private,3510
2002,Washington,Bus,Public,6383
2002,Washington,Truck,Private,2304051
2002,Washington,Truck,Public,42593
2002,Washington,Motorcycle,Private,133267
2002,Washington,Motorcycle,Public,945
2002,West Virginia,Auto,Private,767348
2002,West Virginia,Auto,Public,15049
2002,West Virginia,Bus,Private,821
2002,West Virginia,Bus,Public,2217
2002,West Virginia,Truck,Private,648026
2002,West Virginia,Truck,Public,29522
2002,West Virginia,Motorcycle,Private,30290
2002,West Virginia,Motorcycle,Public,578
2002,Wisconsin,Auto,Private,2570717
2002,Wisconsin,Auto,Public,15931
2002,Wisconsin,Bus,Private,9827
2002,Wisconsin,Bus,Public,4683
2002,Wisconsin,Truck,Private,1909725
2002,Wisconsin,Truck,Public,46317
2002,Wisconsin,Motorcycle,Private,204041
2002,Wisconsin,Motorcycle,Public,691
2002,Wyoming,Auto,Private,215193
2002,Wyoming,Auto,Public,5215
2002,Wyoming,Bus,Private,988
2002,Wyoming,Bus,Public,1881
2002,Wyoming,Truck,Private,366714
2002,Wyoming,Truck,Public,12944
2002,Wyoming,Motorcycle,Private,24722
2002,Wyoming,Motorcycle,Public,69
2002,Puerto Rico,Auto,Private,2075521
2002,Puerto Rico,Auto,Public,
2002,Puerto Rico,Bus,Private,3330
2002,Puerto Rico,Bus,Public,
2002,Puerto Rico,Truck,Private,33803
2002,Puerto Rico,Truck,Public,
2002,Puerto Rico,Motorcycle,Private,21833
2002,Puerto Rico,Motorcycle,Public,
2001,Alabama,Auto,Private,1749267
2001,Alabama,Auto,Public,15821
2001,Alabama,Bus,Private,2465
2001,Alabama,Bus,Public,6361
2001,Alabama,Truck,Private,2434282
2001,Alabama,Truck,Public,26893
2001,Alabama,Motorcycle,Private,54507
2001,Alabama,Motorcycle,Public,491
2001,Alaska,Auto,Private,239780
2001,Alaska,Auto,Public,2513
2001,Alaska,Bus,Private,2132
2001,Alaska,Bus,Public,436
2001,Alaska,Truck,Private,342937
2001,Alaska,Truck,Public,9936
2001,Alaska,Motorcycle,Private,16744
2001,Alaska,Motorcycle,Public,44
2001,Arizona,Auto,Private,2247073
2001,Arizona,Auto,Public,16897
2001,Arizona,Bus,Private,1399
2001,Arizona,Bus,Public,3326
2001,Arizona,Truck,Private,1679263
2001,Arizona,Truck,Public,19159
2001,Arizona,Motorcycle,Private,190539
2001,Arizona,Motorcycle,Public,825
2001,Arkansas,Auto,Private,963912
2001,Arkansas,Auto,Public,9619
2001,Arkansas,Bus,Private,1470
2001,Arkansas,Bus,Public,5466
2001,Arkansas,Truck,Private,871859
2001,Arkansas,Truck,Public,11472
2001,Arkansas,Motorcycle,Private,29264
2001,Arkansas,Motorcycle,Public,26
2001,California,Auto,Private,17726983
2001,California,Auto,Public,191777
2001,California,Bus,Private,32314
2001,California,Bus,Public,16727
2001,California,Truck,Private,10531853
2001,California,Truck,Public,280402
2001,California,Motorcycle,Private,473258
2001,California,Motorcycle,Public,14784
2001,Colorado,Auto,Private,2357409
2001,Colorado,Auto,Public,10156
2001,Colorado,Bus,Private,1807
2001,Colorado,Bus,Public,4068
2001,Colorado,Truck,Private,2248782
2001,Colorado,Truck,Public,26598
2001,Colorado,Motorcycle,Private,194774
2001,Colorado,Motorcycle,Public,82
2001,Connecticut,Auto,Private,2039677
2001,Connecticut,Auto,Public,11463
2001,Connecticut,Bus,Private,9349
2001,Connecticut,Bus,Public,848
2001,Connecticut,Truck,Private,828221
2001,Connecticut,Truck,Public,27310
2001,Connecticut,Motorcycle,Private,51591
2001,Connecticut,Motorcycle,Public,292
2001,Delaware,Auto,Private,402188
2001,Delaware,Auto,Public,8276
2001,Delaware,Bus,Private,1471
2001,Delaware,Bus,Public,591
2001,Delaware,Truck,Private,237653
2001,Delaware,Truck,Public,2906
2001,Delaware,Motorcycle,Private,12618
2001,Delaware,Motorcycle,Public,38
2001,District of Columbia,Auto,Private,199363
2001,District of Columbia,Auto,Public,4330
2001,District of Columbia,Bus,Private,2265
2001,District of Columbia,Bus,Public,404
2001,District of Columbia,Truck,Private,35734
2001,District of Columbia,Truck,Public,6766
2001,District of Columbia,Motorcycle,Private,1129
2001,District of Columbia,Motorcycle,Public,343
2001,Florida,Auto,Private,8835134
2001,Florida,Auto,Public,102429
2001,Florida,Bus,Private,5852
2001,Florida,Bus,Public,39769
2001,Florida,Truck,Private,5206271
2001,Florida,Truck,Public,150647
2001,Florida,Motorcycle,Private,299464
2001,Florida,Motorcycle,Public,5997
2001,Georgia,Auto,Private,4058873
2001,Georgia,Auto,Public,25873
2001,Georgia,Bus,Private,4197
2001,Georgia,Bus,Public,14341
2001,Georgia,Truck,Private,3135791
2001,Georgia,Truck,Public,65710
2001,Georgia,Motorcycle,Private,90830
2001,Georgia,Motorcycle,Public,1116
2001,Hawaii,Auto,Private,521396
2001,Hawaii,Auto,Public,7226
2001,Hawaii,Bus,Private,3473
2001,Hawaii,Bus,Public,1167
2001,Hawaii,Truck,Private,326897
2001,Hawaii,Truck,Public,7914
2001,Hawaii,Motorcycle,Private,21436
2001,Hawaii,Motorcycle,Public,313
2001,Idaho,Auto,Private,572048
2001,Idaho,Auto,Public,5714
2001,Idaho,Bus,Private,1283
2001,Idaho,Bus,Public,2427
2001,Idaho,Truck,Private,725418
2001,Idaho,Truck,Public,16958
2001,Idaho,Motorcycle,Private,39132
2001,Idaho,Motorcycle,Public,140
2001,Illinois,Auto,Private,6355650
2001,Illinois,Auto,Public,68951
2001,Illinois,Bus,Private,17252
2001,Illinois,Bus,Public,735
2001,Illinois,Truck,Private,3403474
2001,Illinois,Truck,Public,15428
2001,Illinois,Motorcycle,Private,256773
2001,Illinois,Motorcycle,Public,61
2001,Indiana,Auto,Private,3205966
2001,Indiana,Auto,Public,23393
2001,Indiana,Bus,Private,8690
2001,Indiana,Bus,Public,19430
2001,Indiana,Truck,Private,2325326
2001,Indiana,Truck,Public,42226
2001,Indiana,Motorcycle,Private,126858
2001,Indiana,Motorcycle,Public,516
2001,Iowa,Auto,Private,1859770
2001,Iowa,Auto,Public,10687
2001,Iowa,Bus,Private,1512
